  -4,  25,  -4,  -1,   0,   1,   1,  -1,1509610745.080
   7, -18,  15,   0,   1,  -2,   0,   2,1509610745.080
   1,  33, -29,  -6,  -1,   4,  -4,  -6,1509610745.094
   1, -25,  12,   2,  -3,  -5,   0,   0,1509610745.094
  -7,  12,  -6,  -2,   1,   4,  -3,   0,1509610745.111
  -2,   5,  -2,   0,   1,   4,   0,  -1,1509610745.111
   0,  -6,   5,  -4,   1, -11,  -3,  -2,1509610745.111
   1,  -5,  -6,   2,  -3,   4,   1,  -2,1509610745.111
   6,  -3,   1,  -3,   0,  22,  -2,  -1,1509610745.127
   1, -25,  12,   2,  -3,  -5,   0,   0,1509610745.094
  -7,  12,  -6,  -2,   1,   4,  -3,   0,1509610745.110
  -2,   5,  -2,   0,   1,   4,   0,  -1,1509610745.110
   0,  -6,   5,  -4,   1, -11,  -3,  -2,1509610745.111
   1,  -5,  -6,   2,  -3,   4,   1,  -2,1509610745.111
   6,  -3,   1,  -3,   0,  22,  -2,  -1,1509610745.127
   0,   1, -10,  -1,   0,  -6,   1,  -2,1509610745.127
  -4,  -8,   5,   0,   1,  -9,  -3,  -1,1509610745.129
   7,  -2,   4,  -1,  -4,   5,   2,   1,1509610745.129
   0,   1, -10,  -1,   0,  -6,   1,  -2,1509610745.128
  -4,  -8,   5,   0,   1,  -9,  -3,  -1,1509610745.129
   7,  -2,   4,  -1,  -4,   5,   2,   1,1509610745.129
   4,  -9,  -5,  -1,   3,   9,   1,  -1,1509610745.141
   1,   6,   0,  -3,   0,   1,  -2,  -1,1509610745.141
   0,  -3,   2,  -1,   1,   7,  -1,  -4,1509610745.152
  -1, -21,  -2,  -1,  -2,  -9,  -2,  -3,1509610745.152
  -7, -46, -13,  -5,   1,  -7,  -4,   0,1509610745.164
   5,  24,   6,   1,   3,   9,   1,   1,1509610745.164
   4,  -9,  -5,  -1,   3,   9,   1,  -1,1509610745.141
   1,   6,   0,  -3,   0,   1,  -2,  -1,1509610745.141
   0,  -3,   2,  -1,   1,   7,  -1,  -4,1509610745.152
  -1, -21,  -2,  -1,  -2,  -9,  -2,  -3,1509610745.152
  -7, -46, -13,  -5,   1,  -7,  -4,   0,1509610745.164
   5,  24,   6,   1,   3,   9,   1,   1,1509610745.164
  -7,   2, -26,  -5,  -1,  -6,  -4,   0,1509610745.167
  -1,  20,  16,   1,  -1,   2,   2,   2,1509610745.167
  -8,   1,  -3,  -3,   1,  -8,  -3,   3,1509610745.187
  -7,   2, -26,  -5,  -1,  -6,  -4,   0,1509610745.167
  -1,  20,  16,   1,  -1,   2,   2,   2,1509610745.167
  -8,   1,  -3,  -3,   1,  -8,  -3,   3,1509610745.188
  -4,  18,  -6,  -1,   1,  -3,  -3,  -3,1509610745.188
   2,   8,   5,  -1,  -3,   8,  -1,  -2,1509610745.191
  -6,   6, -11,  -1,  -1, -16,   2,   0,1509610745.191
   4,  -2,   3,  -2,   1,  10,   1,   2,1509610745.200
  -8, -33,  -7,  -1,  -3,  -7,  -5,  -3,1509610745.200
   7,  -4,  17,   2,   5,   4,  -2,   2,1509610745.209
  -4,  18,  -6,  -1,   1,  -3,  -3,  -3,1509610745.188
   2,   8,   5,  -1,  -3,   8,  -1,  -2,1509610745.190
  -6,   6, -11,  -1,  -1, -16,   2,   0,1509610745.190
   4,  -2,   3,  -2,   1,  10,   1,   2,1509610745.200
  -8, -33,  -7,  -1,  -3,  -7,  -5,  -3,1509610745.200
   7,  -4,  17,   2,   5,   4,  -2,   2,1509610745.209
  -4,  24,  -7,  -3,  -4,  -6,  -2,  -4,1509610745.209
   2,  55,   6,  -1,  -2,  -5,  -2,   1,1509610745.224
   8, -36,   7,  -1,   3,  -4,   0,   2,1509610745.224
   4,  -2,   3,  -2,   1,  10,   1,   2,1509610745.200
  -8, -33,  -7,  -1,  -3,  -7,  -5,  -3,1509610745.200
   7,  -4,  17,   2,   5,   4,  -2,   2,1509610745.209
  -4,  24,  -7,  -3,  -4,  -6,  -2,  -4,1509610745.209
   2,  55,   6,  -1,  -2,  -5,  -2,   1,1509610745.224
   8, -36,   7,  -1,   3,  -4,   0,   2,1509610745.224
 -12,  -2, -12,  -6,   1,  -7,  -4,  -3,1509610745.226
   5, -10, -13,   1,  -5, -24,   0,   0,1509610745.226
  -7,  -7,  -2,   0,   6,  51,  -4,  -5,1509610745.247
  -4,   8,  -3,  -2,  -2, -12,  -1,   0,1509610745.247
  -4,  24,  -7,  -3,  -4,  -6,  -2,  -4,1509610745.210
   2,  55,   6,  -1,  -2,  -5,  -2,   1,1509610745.224
   8, -36,   7,  -1,   3,  -4,   0,   2,1509610745.224
 -12,  -2, -12,  -6,   1,  -7,  -4,  -3,1509610745.226
   5, -10, -13,   1,  -5, -24,   0,   0,1509610745.226
  -7,  -7,  -2,   0,   6,  51,  -4,  -5,1509610745.247
  -4,   8,  -3,  -2,  -2, -12,  -1,   0,1509610745.247
  -1,  -5,   0,   0,   0,  -4,  -4,   0,1509610745.250
   1,  12,   4,   1,  -3,  -7,   3,   1,1509610745.250
 -12,  -2, -12,  -6,   1,  -7,  -4,  -3,1509610745.225
   5, -10, -13,   1,  -5, -24,   0,   0,1509610745.226
  -7,  -7,  -2,   0,   6,  51,  -4,  -5,1509610745.247
  -4,   8,  -3,  -2,  -2, -12,  -1,   0,1509610745.247
  -1,  -5,   0,   0,   0,  -4,  -4,   0,1509610745.250
   1,  12,   4,   1,  -3,  -7,   3,   1,1509610745.250
  -9,  -1,  -8,  -4,  -2, -17,  -1,  -4,1509610745.260
  -4,   3,  -5,  -1,  -3,  -2,  -2,  -3,1509610745.260
   2,  22,   2,   0,   0,   7,  -3,   0,1509610745.271
  -1,  -5,   0,   0,   0,  -4,  -4,   0,1509610745.250
   1,  12,   4,   1,  -3,  -7,   3,   1,1509610745.250
  -9,  -1,  -8,  -4,  -2, -17,  -1,  -4,1509610745.260
  -4,   3,  -5,  -1,  -3,  -2,  -2,  -3,1509610745.260
   2,  22,   2,   0,   0,   7,  -3,   0,1509610745.270
   3, -11,  -1,   1,  -2,   1,   1,   1,1509610745.271
  -5,   5,  11,  -1,   1,  -1,  -3,  -1,1509610745.284
  -2, -13,  -6,  -1,   4,  -4,  -3,  -2,1509610745.284
  -5,  12,  -6,  -4,   0, -14,  -1,   0,1509610745.286
  -9,  -1,  -8,  -4,  -2, -17,  -1,  -4,1509610745.260
  -4,   3,  -5,  -1,  -3,  -2,  -2,  -3,1509610745.260
   2,  22,   2,   0,   0,   7,  -3,   0,1509610745.270
   3, -11,  -1,   1,  -2,   1,   1,   1,1509610745.270
  -5,   5,  11,  -1,   1,  -1,  -3,  -1,1509610745.284
  -2, -13,  -6,  -1,   4,  -4,  -3,  -2,1509610745.284
  -5,  12,  -6,  -4,   0, -14,  -1,   0,1509610745.286
   6, -10,   8,   1,  -4,  18,   0,   0,1509610745.286
   3,  -5, -14,  -4,   4,  -1,  -6,  -3,1509610745.306
   3, -11,  -1,   1,  -2,   1,   1,   1,1509610745.271
  -5,   5,  11,  -1,   1,  -1,  -3,  -1,1509610745.284
  -2, -13,  -6,  -1,   4,  -4,  -3,  -2,1509610745.284
  -5,  12,  -6,  -4,   0, -14,  -1,   0,1509610745.286
   6, -10,   8,   1,  -4,  18,   0,   0,1509610745.286
   3,  -5, -14,  -4,   4,  -1,  -6,  -3,1509610745.306
  -4,   4,  -4,  -1,  -5,  -3,   1,  -1,1509610745.306
  -5, -19,  -9,  -1,   1,   6,  -2,  -2,1509610745.308
   1, -22,   3,   0,  -4,  -5,   1,  -1,1509610745.308
   6, -10,   8,   1,  -4,  18,   0,   0,1509610745.287
   3,  -5, -14,  -4,   4,  -1,  -6,  -3,1509610745.306
  -4,   4,  -4,  -1,  -5,  -3,   1,  -1,1509610745.306
  -5, -19,  -9,  -1,   1,   6,  -2,  -2,1509610745.308
   1, -22,   3,   0,  -4,  -5,   1,  -1,1509610745.308
   0,  24,  -6,  -4,   2,  -6,  -2,   1,1509610745.320
  -4,  40,  -1,  -4,  -1,  -1,  -2,   0,1509610745.320
  -8, -25,   9,  -2,   1,  -2,  -3,  -2,1509610745.329
   2,  38,   2,  -3,  -3,   4,   0,  -4,1509610745.329
  -4,   4,  -4,  -1,  -5,  -3,   1,  -1,1509610745.306
  -5, -19,  -9,  -1,   1,   6,  -2,  -2,1509610745.308
   1, -22,   3,   0,  -4,  -5,   1,  -1,1509610745.308
   0,  24,  -6,  -4,   2,  -6,  -2,   1,1509610745.320
  -4,  40,  -1,  -4,  -1,  -1,  -2,   0,1509610745.320
  -8, -25,   9,  -2,   1,  -2,  -3,  -2,1509610745.329
   2,  38,   2,  -3,  -3,   4,   0,  -4,1509610745.329
  -2, -13,   4,   1,   2,  -7,   0,   0,1509610745.344
   0,  13,  -1,   1,  -1,  -1,   2,  -1,1509610745.344
   0,  24,  -6,  -4,   2,  -6,  -2,   1,1509610745.320
  -4,  40,  -1,  -4,  -1,  -1,  -2,   0,1509610745.320
  -8, -25,   9,  -2,   1,  -2,  -3,  -2,1509610745.329
   2,  38,   2,  -3,  -3,   4,   0,  -4,1509610745.329
  -2, -13,   4,   1,   2,  -7,   0,   0,1509610745.343
   0,  13,  -1,   1,  -1,  -1,   2,  -1,1509610745.344
  -4,  -5, -12,  -8,   0,   0,  -4,  -1,1509610745.345
   2, -30, -10,   0,  -1,   1,   1,   0,1509610745.345
  -5, -14,  -1,  -4,   0,  -2,  -3,  -3,1509610745.367
  -2, -13,   4,   1,   2,  -7,   0,   0,1509610745.344
   0,  13,  -1,   1,  -1,  -1,   2,  -1,1509610745.344
  -4,  -5, -12,  -8,   0,   0,  -4,  -1,1509610745.345
   2, -30, -10,   0,  -1,   1,   1,   0,1509610745.345
  -5, -14,  -1,  -4,   0,  -2,  -3,  -3,1509610745.368
  -5, -12,  -5,  -2,  -1,  -3,  -5,   2,1509610745.368
   1,   4,   6,  -2,   1,   4,  -5,  -5,1509610745.370
   2,   7,  15,   2,  -2,  -4,   0,  -1,1509610745.370
  -3,   9, -23,  -6,   2,  -4,  -3,  -1,1509610745.380
  -4,  -5, -12,  -8,   0,   0,  -4,  -1,1509610745.345
   2, -30, -10,   0,  -1,   1,   1,   0,1509610745.346
  -5, -14,  -1,  -4,   0,  -2,  -3,  -3,1509610745.368
  -5, -12,  -5,  -2,  -1,  -3,  -5,   2,1509610745.368
   1,   4,   6,  -2,   1,   4,  -5,  -5,1509610745.370
   2,   7,  15,   2,  -2,  -4,   0,  -1,1509610745.370
  -3,   9, -23,  -6,   2,  -4,  -3,  -1,1509610745.380
   1, -11,  16,  -1,  -2,  -1,   2,   1,1509610745.380
  -7,  -5, -25,   0,   2,  -6,  -4,  -3,1509610745.389
  -5, -12,  -5,  -2,  -1,  -3,  -5,   2,1509610745.367
   1,   4,   6,  -2,   1,   4,  -5,  -5,1509610745.370
   2,   7,  15,   2,  -2,  -4,   0,  -1,1509610745.370
  -3,   9, -23,  -6,   2,  -4,  -3,  -1,1509610745.380
   1, -11,  16,  -1,  -2,  -1,   2,   1,1509610745.380
  -7,  -5, -25,   0,   2,  -6,  -4,  -3,1509610745.389
  -2, -15,  11,   3,   1,  22,   1,   1,1509610745.389
  -6,   4,  -1,  -2,   2,  -4,   0,   0,1509610745.404
   9,  -1,  -4,  -2,   0,   0,  -2,   0,1509610745.404
   1, -11,  16,  -1,  -2,  -1,   2,   1,1509610745.380
  -7,  -5, -25,   0,   2,  -6,  -4,  -3,1509610745.389
  -2, -15,  11,   3,   1,  22,   1,   1,1509610745.389
  -6,   4,  -1,  -2,   2,  -4,   0,   0,1509610745.404
   9,  -1,  -4,  -2,   0,   0,  -2,   0,1509610745.404
   1,  10,   8,  -5,  -3,   0,  -1,   3,1509610745.406
   3, -29, -12,  -2,  -2,  -7,   1,  -3,1509610745.406
  -9,   5,   1,   0,  -1,  -1,  -2,   2,1509610745.426
   3,   4,  -5,  -3,   0,   0,  -5,  -5,1509610745.426
  -2, -15,  11,   3,   1,  22,   1,   1,1509610745.389
  -6,   4,  -1,  -2,   2,  -4,   0,   0,1509610745.404
   9,  -1,  -4,  -2,   0,   0,  -2,   0,1509610745.404
   1,  10,   8,  -5,  -3,   0,  -1,   3,1509610745.406
   3, -29, -12,  -2,  -2,  -7,   1,  -3,1509610745.406
  -9,   5,   1,   0,  -1,  -1,  -2,   2,1509610745.426
   3,   4,  -5,  -3,   0,   0,  -5,  -5,1509610745.426
  -1,  -7,   4,  -1,   0,   4,  -2,  -1,1509610745.428
   5,   7,  -1,   1,  -4,  -5,   2,   2,1509610745.428
   1,  10,   8,  -5,  -3,   0,  -1,   3,1509610745.406
   3, -29, -12,  -2,  -2,  -7,   1,  -3,1509610745.406
  -9,   5,   1,   0,  -1,  -1,  -2,   2,1509610745.426
   3,   4,  -5,  -3,   0,   0,  -5,  -5,1509610745.426
  -1,  -7,   4,  -1,   0,   4,  -2,  -1,1509610745.428
   5,   7,  -1,   1,  -4,  -5,   2,   2,1509610745.428
 -11,  -1,  -8,  -5,   2,  -3,  -6,  -2,1509610745.440
  -5,  11,   7,  -3,  -2,  -4,  -2,  -2,1509610745.440
  -5, -14,  -7,   0,  -1,   1,  -2,  -1,1509610745.449
  -1,  -7,   4,  -1,   0,   4,  -2,  -1,1509610745.428
   5,   7,  -1,   1,  -4,  -5,   2,   2,1509610745.428
 -11,  -1,  -8,  -5,   2,  -3,  -6,  -2,1509610745.440
  -5,  11,   7,  -3,  -2,  -4,  -2,  -2,1509610745.440
  -5, -14,  -7,   0,  -1,   1,  -2,  -1,1509610745.449
  -3, -22, -12,  -3,  -2,  -7,   0,  -1,1509610745.449
  -1,   3,  -3,  -5,   1,  -2,  -4,  -3,1509610745.464
  -3,   2,  -4,   0,   0,   2,  -1,  -2,1509610745.464
  -3, -11,   5,  -1,  -1,   3,  -1,  -1,1509610745.466
 -11,  -1,  -8,  -5,   2,  -3,  -6,  -2,1509610745.440
  -5,  11,   7,  -3,  -2,  -4,  -2,  -2,1509610745.440
  -5, -14,  -7,   0,  -1,   1,  -2,  -1,1509610745.449
  -3, -22, -12,  -3,  -2,  -7,   0,  -1,1509610745.449
  -1,   3,  -3,  -5,   1,  -2,  -4,  -3,1509610745.464
  -3,   2,  -4,   0,   0,   2,  -1,  -2,1509610745.464
  -3, -11,   5,  -1,  -1,   3,  -1,  -1,1509610745.466
   1,  14,   9,   3,  -1,  -4,   4,   1,1509610745.466
   1,  25,  -3,  -1,  -1,  -1,  -2,   0,1509610745.486
  -3, -22, -12,  -3,  -2,  -7,   0,  -1,1509610745.449
  -1,   3,  -3,  -5,   1,  -2,  -4,  -3,1509610745.464
  -3,   2,  -4,   0,   0,   2,  -1,  -2,1509610745.464
  -3, -11,   5,  -1,  -1,   3,  -1,  -1,1509610745.466
   1,  14,   9,   3,  -1,  -4,   4,   1,1509610745.466
   1,  25,  -3,  -1,  -1,  -1,  -2,   0,1509610745.486
  -4, -13,  -8,  -2,  -2,   1,  -3,  -1,1509610745.486
  -4, -11, -13,  -7,  -3,   0,  -1,   0,1509610745.488
   0,  24,   4,   2,  -4,  -4,   0,  -2,1509610745.488
   1,  14,   9,   3,  -1,  -4,   4,   1,1509610745.467
   1,  25,  -3,  -1,  -1,  -1,  -2,   0,1509610745.486
  -4, -13,  -8,  -2,  -2,   1,  -3,  -1,1509610745.486
  -4, -11, -13,  -7,  -3,   0,  -1,   0,1509610745.488
   0,  24,   4,   2,  -4,  -4,   0,  -2,1509610745.488
  -3, -17,   4,  -3,   0,   0,  -3,  -2,1509610745.501
  -2,   0, -19,   0,   1,   1,   2,  -1,1509610745.501
  -2,  17,  10,   0,   0,   0,  -5,  -1,1509610745.509
   1, -28, -12,   0,  -5,  -6,  -2,  -2,1509610745.509
  -4, -13,  -8,  -2,  -2,   1,  -3,  -1,1509610745.486
  -4, -11, -13,  -7,  -3,   0,  -1,   0,1509610745.488
   0,  24,   4,   2,  -4,  -4,   0,  -2,1509610745.488
  -3, -17,   4,  -3,   0,   0,  -3,  -2,1509610745.501
  -2,   0, -19,   0,   1,   1,   2,  -1,1509610745.501
  -2,  17,  10,   0,   0,   0,  -5,  -1,1509610745.509
   1, -28, -12,   0,  -5,  -6,  -2,  -2,1509610745.509
  -4, -22, -12,  -4,   1,  -1,  -4,  -2,1509610745.524
  -1,  10,   8,   0,  -2,  -2,   0,  -1,1509610745.524
  -3, -17,   4,  -3,   0,   0,  -3,  -2,1509610745.501
  -2,   0, -19,   0,   1,   1,   2,  -1,1509610745.501
  -2,  17,  10,   0,   0,   0,  -5,  -1,1509610745.509
   1, -28, -12,   0,  -5,  -6,  -2,  -2,1509610745.509
  -4, -22, -12,  -4,   1,  -1,  -4,  -2,1509610745.524
  -1,  10,   8,   0,  -2,  -2,   0,  -1,1509610745.524
  -2,  10,   0,  -2,  -1,  -5,  -1,  -3,1509610745.525
   6,  -2,   7,   3,   1, -11,   1,  -3,1509610745.526
  -9,   9,   7,  -2,   2,  14,  -4,  -3,1509610745.546
  -4, -22, -12,  -4,   1,  -1,  -4,  -2,1509610745.524
  -1,  10,   8,   0,  -2,  -2,   0,  -1,1509610745.524
  -2,  10,   0,  -2,  -1,  -5,  -1,  -3,1509610745.526
   6,  -2,   7,   3,   1, -11,   1,  -3,1509610745.526
  -9,   9,   7,  -2,   2,  14,  -4,  -3,1509610745.546
   8,  -6, -14,   1,  -2,  -5,  -1,  -1,1509610745.546
  -3,   0,  -4,  -7,  -4, -24,  -6,  -1,1509610745.548
  -1,  -6,   6,   0,  -4,   4,   3,   0,1509610745.548
  -1,   3,  -2,  -3,   0,   1,   0,  -2,1509610745.560
  -2,  10,   0,  -2,  -1,  -5,  -1,  -3,1509610745.526
   6,  -2,   7,   3,   1, -11,   1,  -3,1509610745.526
  -9,   9,   7,  -2,   2,  14,  -4,  -3,1509610745.546
   8,  -6, -14,   1,  -2,  -5,  -1,  -1,1509610745.546
  -3,   0,  -4,  -7,  -4, -24,  -6,  -1,1509610745.548
  -1,  -6,   6,   0,  -4,   4,   3,   0,1509610745.548
  -1,   3,  -2,  -3,   0,   1,   0,  -2,1509610745.560
   1,  -4,  -1,   0,  -3,  -3,  -2,   2,1509610745.560
  -2, -13,  -4,  -5,  -2,   7,  -4,  -3,1509610745.569
   8,  -6, -14,   1,  -2,  -5,  -1,  -1,1509610745.546
  -3,   0,  -4,  -7,  -4, -24,  -6,  -1,1509610745.548
  -1,  -6,   6,   0,  -4,   4,   3,   0,1509610745.548
  -1,   3,  -2,  -3,   0,   1,   0,  -2,1509610745.560
   1,  -4,  -1,   0,  -3,  -3,  -2,   2,1509610745.560
  -2, -13,  -4,  -5,  -2,   7,  -4,  -3,1509610745.569
  -1,   1,  -3,   2,  -1, -10,   2,  -2,1509610745.569
  -6, -15,  -4,  -4,   0,  -3,  -4,  -2,1509610745.584
 -14, -18,   0,  -1,   1,  -1,  -3,  -2,1509610745.584
   1,  -4,  -1,   0,  -3,  -3,  -2,   2,1509610745.560
  -2, -13,  -4,  -5,  -2,   7,  -4,  -3,1509610745.569
  -1,   1,  -3,   2,  -1, -10,   2,  -2,1509610745.569
  -6, -15,  -4,  -4,   0,  -3,  -4,  -2,1509610745.584
 -14, -18,   0,  -1,   1,  -1,  -3,  -2,1509610745.584
   1,   1,   4,  -2,  -3,   7,   0,   0,1509610745.586
   1, -18,   0,   0,  -1,   2,   1,  -2,1509610745.586
   2,   8,   3,  -5,   0,   5,  -5,  -2,1509610745.606
 -20, -34, -11,  -3,  -3,  -6,  -3,  -1,1509610745.606
  -1,   1,  -3,   2,  -1, -10,   2,  -2,1509610745.569
  -6, -15,  -4,  -4,   0,  -3,  -4,  -2,1509610745.584
 -14, -18,   0,  -1,   1,  -1,  -3,  -2,1509610745.584
   1,   1,   4,  -2,  -3,   7,   0,   0,1509610745.586
   1, -18,   0,   0,  -1,   2,   1,  -2,1509610745.586
   2,   8,   3,  -5,   0,   5,  -5,  -2,1509610745.606
 -20, -34, -11,  -3,  -3,  -6,  -3,  -1,1509610745.606
  -4,  -1,   3,   0,   1,   2,  -3,   2,1509610745.608
  13,  39,  12,   2,  -4,  -3,   0,  -3,1509610745.608
   1,   1,   4,  -2,  -3,   7,   0,   0,1509610745.585
   1, -18,   0,   0,  -1,   2,   1,  -2,1509610745.586
   2,   8,   3,  -5,   0,   5,  -5,  -2,1509610745.606
 -20, -34, -11,  -3,  -3,  -6,  -3,  -1,1509610745.606
  -4,  -1,   3,   0,   1,   2,  -3,   2,1509610745.608
  13,  39,  12,   2,  -4,  -3,   0,  -3,1509610745.608
  -7, -40, -24,  -6,   1,   0,  -2,   1,1509610745.620
  15, -12,   6,   1,  -2,  -3,  -2,  -1,1509610745.620
 -15,  45, -13,  -6,  -1,   5,  -4,  -2,1509610745.629
  -4,  -1,   3,   0,   1,   2,  -3,   2,1509610745.608
  13,  39,  12,   2,  -4,  -3,   0,  -3,1509610745.608
  -7, -40, -24,  -6,   1,   0,  -2,   1,1509610745.620
  15, -12,   6,   1,  -2,  -3,  -2,  -1,1509610745.620
 -15,  45, -13,  -6,  -1,   5,  -4,  -2,1509610745.629
  -5,  -7, -18,   0,  -6,   1,   1,   2,1509610745.629
   7, -10,  14,  -1,   1,  -5,  -3,  -1,1509610745.644
  -8,  29,  -5,  -2,   0,   3,  -1,  -2,1509610745.644
   3, -69, -12,  -4,  -2,  -1,  -2,  -6,1509610745.645
  -7, -40, -24,  -6,   1,   0,  -2,   1,1509610745.620
  15, -12,   6,   1,  -2,  -3,  -2,  -1,1509610745.620
 -15,  45, -13,  -6,  -1,   5,  -4,  -2,1509610745.629
  -5,  -7, -18,   0,  -6,   1,   1,   2,1509610745.629
   7, -10,  14,  -1,   1,  -5,  -3,  -1,1509610745.644
  -8,  29,  -5,  -2,   0,   3,  -1,  -2,1509610745.644
   3, -69, -12,  -4,  -2,  -1,  -2,  -6,1509610745.646
  -8,  65,  10,   1,  -2,  -5,   2,   5,1509610745.646
   6, -18,  -7,  -2,  -1,   2,  -3,  -1,1509610745.667
  -5,  -7, -18,   0,  -6,   1,   1,   2,1509610745.629
   7, -10,  14,  -1,   1,  -5,  -3,  -1,1509610745.644
  -8,  29,  -5,  -2,   0,   3,  -1,  -2,1509610745.644
   3, -69, -12,  -4,  -2,  -1,  -2,  -6,1509610745.645
  -8,  65,  10,   1,  -2,  -5,   2,   5,1509610745.646
   6, -18,  -7,  -2,  -1,   2,  -3,  -1,1509610745.667
  -4,  -7,  -1,  -1,   1,  -1,  -1,   2,1509610745.667
   7,   0,   6,  -2,   1,   3,  -1,  -1,1509610745.668
  -1,  16,   2,  -1,  -4,  -6,   1,   0,1509610745.669
  -8,  65,  10,   1,  -2,  -5,   2,   5,1509610745.646
   6, -18,  -7,  -2,  -1,   2,  -3,  -1,1509610745.667
